id,merchantId,customerId,eventType,transactionId,amount,currency,paymentMethod,status,failureReason,checkoutStage,subscriptionStatus,occurredAt,isRecovered
0bac7c75-5082-4e89-bfd3-7f9f6b7d8891,f6483f49-7190-4ed1-b230-ebf5ab3da486,687206c3-1037-430e-a52b-1c7d16686e36,PAYMENT_FAILURE,txn_d3f4c53b49f7,107.18,USD,UPI,FAILED,INSUFFICIENT_FUNDS,AUTHENTICATION,,2026-07-01T15:17:54.686091,0
3134df1c-2487-4066-a763-ea567745d14f,f6483f49-7190-4ed1-b230-ebf5ab3da486,ad3b590f-5467-49f2-88b9-16bed7eaf3f4,PAYMENT_FAILURE,txn_4bf0afa75b86,129.96,USD,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CONFIRMATION,,2026-08-18T19:34:44.183469,0
09cd6ff7-ce7c-4686-b716-a51158b52a26,f6483f49-7190-4ed1-b230-ebf5ab3da486,dd22cb5d-6890-4f69-bb1c-c2ccd7c63265,PAYMENT_FAILURE,txn_4ca9f333b731,133.95,USD,UPI,FAILED,BANK_DECLINED,CONFIRMATION,,2026-08-12T02:28:45.670441,0
235e71ba-2ba9-4e4d-8b07-8a9f37cfff24,f6483f49-7190-4ed1-b230-ebf5ab3da486,6d62b521-9523-479b-ad8f-349c9ee460c9,PAYMENT_FAILURE,txn_e1a8df57dd53,89.05,USD,WALLET,FAILED,BANK_DECLINED,CONFIRMATION,,2026-08-21T21:47:33.565864,1
b368d017-a53a-4f30-ad85-62b686dcb007,f6483f49-7190-4ed1-b230-ebf5ab3da486,064c9644-e9b7-4df0-98ca-92d41c08b4c0,SUBSCRIPTION_FAILURE,txn_f72c2b62503c,183.16,USD,WALLET,FAILED,INSUFFICIENT_FUNDS,CONFIRMATION,HALTED,2026-08-20T22:22:51.148219,1
45508631-49e8-410d-a59b-7026d8539dac,f6483f49-7190-4ed1-b230-ebf5ab3da486,6389c708-a81e-4fe3-ad2f-b38ee4583da6,OVERDUE_RECEIVABLE,txn_28b6bbd102d0,273.2,USD,UPI,FAILED,INSUFFICIENT_FUNDS,PAYMENT,,2026-08-21T18:29:22.610359,0
c01dec9e-518c-4533-b5f8-7c04577ec747,f6483f49-7190-4ed1-b230-ebf5ab3da486,79886d41-9b9d-479c-85ed-917ba274f613,PAYMENT_FAILURE,txn_a63bfbdcad57,117.78,USD,CARD,FAILED,INSUFFICIENT_FUNDS,CONFIRMATION,,2026-08-21T15:17:20.628109,1
6f272dd0-e46a-4a0a-b26c-c07a18f8ed5c,f6483f49-7190-4ed1-b230-ebf5ab3da486,c2a727a4-7fb7-4adc-a346-f5a2e9950a4f,PAYMENT_FAILURE,txn_b498f3d17a1b,71.31,USD,UPI,FAILED,BANK_DECLINED,PAYMENT,,2026-08-04T06:54:16.037856,0
0088bbee-2f15-408c-afde-afe47be9b532,f6483f49-7190-4ed1-b230-ebf5ab3da486,a648bc35-1715-4123-8e70-20022aa9fe13,PAYMENT_FAILURE,txn_e4f1f3605426,92.66,USD,UPI,FAILED,INSUFFICIENT_FUNDS,CONFIRMATION,,2026-05-30T02:55:49.769524,0
15cfadaf-0de9-43ce-8ae6-c4050a840df8,f6483f49-7190-4ed1-b230-ebf5ab3da486,c79ba56e-ade6-4c1a-945f-d9b4a5dd24ed,PAYMENT_FAILURE,txn_43ae68e7e6a1,123.33,USD,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CONFIRMATION,,2026-08-15T14:43:56.733598,1
042dc384-9861-44bb-bf80-f717f3e199c9,f6483f49-7190-4ed1-b230-ebf5ab3da486,f7053e64-169d-4f68-9665-3f5aedd2a0df,SUBSCRIPTION_FAILURE,txn_d6c2b41f83d5,159.29,USD,NETBANKING,FAILED,PAYMENT_TIMEOUT,PAYMENT,ACTIVE,2026-08-09T23:21:10.412038,1
57439964-2b2e-4ef2-a322-e3faddeaa867,f6483f49-7190-4ed1-b230-ebf5ab3da486,1e0da360-2865-4988-be88-07d2367e3b04,SUBSCRIPTION_FAILURE,txn_db3c0ee5750c,125.65,USD,UPI,FAILED,NETWORK_ERROR,AUTHENTICATION,CANCELED,2026-08-08T16:35:11.214555,1
99ede1f9-0025-4686-9627-94a357448c0a,f6483f49-7190-4ed1-b230-ebf5ab3da486,27ecc334-021b-4199-a004-5f4d9997568c,CHECKOUT_ABANDONMENT,txn_4c5aa09f72bc,132.2,USD,NETBANKING,FAILED,CUSTOMER_ABANDONED,AUTHENTICATION,,2026-08-17T20:31:40.687013,0
1a8586aa-1fa8-4d37-8490-02ac585ea25e,f6483f49-7190-4ed1-b230-ebf5ab3da486,f4a1d64b-d43e-4069-9ace-2b8b4d8b0231,PAYMENT_FAILURE,txn_a3422402fa8f,154.6,USD,CARD,FAILED,BANK_DECLINED,CONFIRMATION,,2026-08-19T23:48:05.200634,0
c8d9e97a-0828-49f4-b45f-27c3bbc59049,f6483f49-7190-4ed1-b230-ebf5ab3da486,9f126a50-8031-475e-a3a5-f6c1d777cc18,SUBSCRIPTION_FAILURE,txn_2b957f37ec01,81.22,USD,NETBANKING,FAILED,NETWORK_ERROR,PAYMENT,ACTIVE,2026-08-01T03:54:06.961262,1
6927d451-337d-49eb-9c67-a8077937db52,f6483f49-7190-4ed1-b230-ebf5ab3da486,8bc229df-0fa8-4598-8a9b-a474106dcbad,PAYMENT_FAILURE,txn_dfaa18dd3fe1,44.89,USD,CARD,FAILED,NETWORK_ERROR,CONFIRMATION,,2026-08-01T19:11:13.462557,1
8f1fd967-6c48-4ede-a431-54d3854acbc7,f6483f49-7190-4ed1-b230-ebf5ab3da486,5b914a98-de0c-4bc5-8469-a52d3fd4596e,CHECKOUT_ABANDONMENT,txn_7cd697dd51b7,227.66,USD,NETBANKING,FAILED,CUSTOMER_ABANDONED,PAYMENT,,2026-08-16T18:37:33.028394,0
7f4d481c-8c49-4975-959a-ca0f6cf4745a,f6483f49-7190-4ed1-b230-ebf5ab3da486,2e9e79b3-b566-42ed-a35d-7582a43ffc15,CHECKOUT_ABANDONMENT,txn_5e741432c46c,36.18,USD,UPI,FAILED,CUSTOMER_ABANDONED,PAYMENT,,2026-08-17T07:10:54.201816,0
6ef08b36-5dc1-4c9f-9143-2c684b1a3fb9,f6483f49-7190-4ed1-b230-ebf5ab3da486,cda6ab74-091a-4177-a11e-585c1d705a25,SUBSCRIPTION_FAILURE,txn_8c6566782803,114.03,USD,WALLET,FAILED,AUTHENTICATION_REQUIRED,AUTHENTICATION,HALTED,2026-07-28T09:30:07.774039,1
b8ffed01-a36a-46eb-8a0c-9582bce5b117,f6483f49-7190-4ed1-b230-ebf5ab3da486,e24614d7-c347-4e9c-94c8-c2688a4d39f2,OVERDUE_RECEIVABLE,txn_bea0025f56d1,220.47,USD,UPI,FAILED,INSUFFICIENT_FUNDS,PAYMENT,,2026-08-15T06:59:58.859394,0
f66b636d-b21b-4e05-8285-556fc5b47b97,f6483f49-7190-4ed1-b230-ebf5ab3da486,b453833a-f4fe-4fa0-8ba6-93e530094114,SUBSCRIPTION_FAILURE,txn_f90f565cd559,203.91,USD,UPI,FAILED,INSUFFICIENT_FUNDS,PAYMENT,HALTED,2026-08-03T12:40:11.381512,1
bd4718a3-f994-4437-8b48-4da868c413f3,f6483f49-7190-4ed1-b230-ebf5ab3da486,0c4f1314-92c6-436b-92e7-06be44c3f094,PAYMENT_FAILURE,txn_cfbb62cef20e,193.5,USD,CARD,FAILED,INSUFFICIENT_FUNDS,CONFIRMATION,,2026-08-11T13:03:33.805306,0
a4bfa915-3e60-48fb-bad3-cc2279cdcc4b,f6483f49-7190-4ed1-b230-ebf5ab3da486,826dbb0a-a174-435b-8456-021b5b852a94,PAYMENT_FAILURE,txn_e4d31808e4d7,155.59,USD,CARD,FAILED,INSUFFICIENT_FUNDS,CONFIRMATION,,2026-08-09T11:01:34.656727,0
4b272be7-d46c-41c2-97f5-261ef7e2da33,f6483f49-7190-4ed1-b230-ebf5ab3da486,0b5dcb44-62ed-431f-ac56-ad93a0f4e957,SUBSCRIPTION_FAILURE,txn_045396bbffb3,75.67,USD,UPI,FAILED,NETWORK_ERROR,AUTHENTICATION,CANCELED,2026-08-05T06:00:56.780563,1
49facce2-0b69-4bb6-8b93-7ad3f2b395c3,f6483f49-7190-4ed1-b230-ebf5ab3da486,030e9b97-b9a1-46da-9157-1dc93cefe0e9,PAYMENT_FAILURE,txn_97214c12aa75,95.39,USD,WALLET,FAILED,INSUFFICIENT_FUNDS,AUTHENTICATION,,2026-07-07T09:16:35.641306,0
3ece87c2-a3f9-43cc-9f05-55d1e9c86493,f6483f49-7190-4ed1-b230-ebf5ab3da486,c39be964-f7ff-4f95-b114-b560742e43ec,CHECKOUT_ABANDONMENT,txn_42562dd64043,100.23,USD,CARD,FAILED,CUSTOMER_ABANDONED,PAYMENT,,2026-08-17T17:59:05.283627,1
0b53a6ec-0515-47d7-b4b9-dfd2071c4642,f6483f49-7190-4ed1-b230-ebf5ab3da486,b9c1e264-64dc-40f8-91d0-e07452c24d36,PAYMENT_FAILURE,txn_a96dae4e9217,98.08,USD,CARD,FAILED,AUTHENTICATION_REQUIRED,AUTHENTICATION,,2026-08-03T14:57:51.057247,0
0fb093f1-5061-47b1-9fd9-db3f9da03f36,f6483f49-7190-4ed1-b230-ebf5ab3da486,e475bf3d-b4f0-4bd5-96e6-716cd27cc1d2,PAYMENT_FAILURE,txn_820a4649c4ac,243.02,USD,NETBANKING,FAILED,PAYMENT_TIMEOUT,CONFIRMATION,,2026-08-24T01:11:08.640395,1
b7482551-2dfc-44ee-ab05-e29fe2a0f36a,f6483f49-7190-4ed1-b230-ebf5ab3da486,68790b4e-b4fd-43b8-8916-a0d90f944843,SUBSCRIPTION_FAILURE,txn_502a47c601fe,198.29,USD,WALLET,FAILED,NETWORK_ERROR,AUTHENTICATION,CANCELED,2026-07-31T05:10:26.857996,0
ca868830-5420-4a83-b4f0-696c15527457,f6483f49-7190-4ed1-b230-ebf5ab3da486,881dd7ee-4ac8-4728-bacb-353b53efa20d,SUBSCRIPTION_FAILURE,txn_5070fce74292,102.45,USD,CARD,FAILED,BANK_DECLINED,CONFIRMATION,ACTIVE,2026-08-13T11:35:47.029846,0
668ce24c-5224-4efb-8106-8bf4954badeb,f6483f49-7190-4ed1-b230-ebf5ab3da486,2a44082a-1a38-4bc0-a229-c3cae2f00609,PAYMENT_FAILURE,txn_2319c43b9999,110.28,USD,NETBANKING,FAILED,NETWORK_ERROR,PAYMENT,,2026-08-21T00:24:23.133868,1
64f3768f-f1d3-4669-a00e-62856a6b527c,f6483f49-7190-4ed1-b230-ebf5ab3da486,a8d57b61-81ad-48c6-99dc-40c3aa495340,PAYMENT_FAILURE,txn_abeb764f2a9f,72.22,USD,WALLET,FAILED,AUTHENTICATION_REQUIRED,PAYMENT,,2026-08-21T17:19:01.797253,1
fbf0c0b4-dc43-4f6d-bbc9-45802f532b58,f6483f49-7190-4ed1-b230-ebf5ab3da486,114b193c-e608-4f04-8980-52714750d950,SUBSCRIPTION_FAILURE,txn_f1756c5b6cb3,139.97,USD,UPI,FAILED,AUTHENTICATION_REQUIRED,CONFIRMATION,ACTIVE,2026-08-01T23:11:48.095722,1
4713245a-d010-4799-afa0-48db8e997b41,f6483f49-7190-4ed1-b230-ebf5ab3da486,3e844673-6803-46db-a069-480646c6848c,CHECKOUT_ABANDONMENT,txn_18272bc23b07,150.79,USD,NETBANKING,FAILED,CUSTOMER_ABANDONED,CONFIRMATION,,2026-08-15T21:29:44.663236,1
261ef36e-e912-4d2a-bf11-5ab503418e20,f6483f49-7190-4ed1-b230-ebf5ab3da486,e3f8bcca-f1b7-44ef-a728-66818161de9f,SUBSCRIPTION_FAILURE,txn_b483725f0a0e,121.29,USD,WALLET,FAILED,NETWORK_ERROR,AUTHENTICATION,CANCELED,2026-07-26T21:09:57.796340,1
5a09d307-001a-454f-b02a-b9c661ba8985,f6483f49-7190-4ed1-b230-ebf5ab3da486,44ccdd9a-320a-4b03-8fc0-294c6d1d573b,PAYMENT_FAILURE,txn_02c0bbb2d29c,216.07,USD,UPI,FAILED,NETWORK_ERROR,AUTHENTICATION,,2026-08-16T00:10:02.167595,1
96f70065-39da-4484-b489-4f08d078e6d6,f6483f49-7190-4ed1-b230-ebf5ab3da486,4b959dc9-3414-4289-b1e3-0f1ff316fcf5,PAYMENT_FAILURE,txn_89806c16a941,25.67,USD,UPI,FAILED,AUTHENTICATION_REQUIRED,AUTHENTICATION,,2026-08-14T17:46:08.404176,0
8d84993b-e621-40ff-b918-b582e69a5017,f6483f49-7190-4ed1-b230-ebf5ab3da486,a303a7c2-4661-4cc6-b52a-9b7cd149e076,PAYMENT_FAILURE,txn_b2a2e68be577,165.16,USD,UPI,FAILED,AUTHENTICATION_REQUIRED,CONFIRMATION,,2026-08-11T00:58:32.750694,0
0cc5ee89-fa08-428c-9245-7e78737f86cb,f6483f49-7190-4ed1-b230-ebf5ab3da486,669f41c9-7f58-4ec7-aad3-6e3d735a596b,PAYMENT_FAILURE,txn_3070e828f802,56.16,USD,WALLET,FAILED,INSUFFICIENT_FUNDS,AUTHENTICATION,,2026-08-19T06:39:21.435545,0
9ce55199-d112-4d28-921c-2d8af0364429,f6483f49-7190-4ed1-b230-ebf5ab3da486,e416d103-7a06-4440-9fa0-12f77792cd2f,PAYMENT_FAILURE,txn_c53c233e3fb8,161.43,USD,CARD,FAILED,BANK_DECLINED,PAYMENT,,2026-08-12T16:36:28.860902,0
21a166b7-489e-4e14-8891-bbb869be47e5,f6483f49-7190-4ed1-b230-ebf5ab3da486,84740eca-5d71-4b20-a019-13e8f5bf611e,PAYMENT_FAILURE,txn_f5a1ea6601a5,147.2,USD,CARD,FAILED,AUTHENTICATION_REQUIRED,CONFIRMATION,,2026-08-14T03:42:20.183409,0
936b4842-d7f0-482e-b28b-230d7062d2ee,f6483f49-7190-4ed1-b230-ebf5ab3da486,a37cb872-9e61-4a1c-8347-dbc5858a9a61,CHECKOUT_ABANDONMENT,txn_c8dd4488eecc,79.47,USD,NETBANKING,FAILED,CUSTOMER_ABANDONED,PAYMENT,,2026-08-22T20:32:47.357494,1
4eb36e29-2165-48e4-b4bb-a12142f192f0,f6483f49-7190-4ed1-b230-ebf5ab3da486,b3ba5a71-c138-431a-a2a9-8aae0fd12639,PAYMENT_FAILURE,txn_ca338693e368,178.0,USD,UPI,FAILED,AUTHENTICATION_REQUIRED,AUTHENTICATION,,2026-07-28T10:13:31.295721,1
3b831b5f-3320-427c-9a04-ffea55749460,f6483f49-7190-4ed1-b230-ebf5ab3da486,8a4a6879-f5a8-4fcf-b8da-772adc29b902,CHECKOUT_ABANDONMENT,txn_1fa12d642558,123.17,USD,CARD,FAILED,CUSTOMER_ABANDONED,AUTHENTICATION,,2026-08-12T13:14:32.970176,0
18c0c0a0-89d5-45b1-bc31-a674a74107e3,f6483f49-7190-4ed1-b230-ebf5ab3da486,7e75d4f2-6a98-4eab-ba8e-31e147e7dc2b,PAYMENT_FAILURE,txn_77ef2af031dd,182.78,USD,NETBANKING,FAILED,INSUFFICIENT_FUNDS,AUTHENTICATION,,2026-08-12T16:43:13.165299,0
d7c0b796-6903-44de-b43d-1271c3e58a8b,f6483f49-7190-4ed1-b230-ebf5ab3da486,efe33748-0f11-445d-b5dd-e4cd4d28c652,PAYMENT_FAILURE,txn_ca141d8654cc,174.74,USD,UPI,FAILED,NETWORK_ERROR,CONFIRMATION,,2026-08-24T07:23:08.426423,1
ceb82ffd-e7da-484d-8a38-16bdfe6dec8c,f6483f49-7190-4ed1-b230-ebf5ab3da486,42b74dad-302f-4980-9349-06a84a130c24,OVERDUE_RECEIVABLE,txn_8f474a19be53,224.82,USD,WALLET,FAILED,BANK_DECLINED,AUTHENTICATION,,2026-08-22T22:30:16.666735,1
57f8892f-f35d-4db4-ae34-d7397bba3f13,f6483f49-7190-4ed1-b230-ebf5ab3da486,0d623ad7-459a-466c-a836-47af3a641a78,SUBSCRIPTION_FAILURE,txn_15e60d6f714e,129.49,USD,NETBANKING,FAILED,INSUFFICIENT_FUNDS,CONFIRMATION,ACTIVE,2026-08-20T02:29:43.615285,0
9790b67b-8f8a-4bb5-893e-1f07137897ef,f6483f49-7190-4ed1-b230-ebf5ab3da486,e24614d7-c347-4e9c-94c8-c2688a4d39f2,SUBSCRIPTION_FAILURE,txn_c1d4857a53f9,136.72,USD,CARD,FAILED,BANK_DECLINED,CONFIRMATION,HALTED,2026-07-13T20:43:06.055503,0
52407c67-405b-4e38-9b50-4d658bf37c3a,f6483f49-7190-4ed1-b230-ebf5ab3da486,ac7a7b5f-833e-4ab9-8a5c-7d0fb58002b7,CHECKOUT_ABANDONMENT,txn_9984559c315d,91.85,USD,WALLET,FAILED,CUSTOMER_ABANDONED,CONFIRMATION,,2026-08-21T08:58:10.579991,0
a1461897-baba-4054-b870-93bfead29c34,f6483f49-7190-4ed1-b230-ebf5ab3da486,fd6d14e2-dbd7-4456-89ef-7d3cb9872829,PAYMENT_FAILURE,txn_f5175d50fd0d,151.44,USD,NETBANKING,FAILED,BANK_DECLINED,PAYMENT,,2026-07-31T00:30:47.219559,1
b14cceb2-0708-43b3-a238-520505257e23,f6483f49-7190-4ed1-b230-ebf5ab3da486,1bb1ffe3-fbe3-43b6-b53a-98acd80f4f72,PAYMENT_FAILURE,txn_42e74c274e3d,155.18,USD,NETBANKING,FAILED,NETWORK_ERROR,AUTHENTICATION,,2026-07-28T11:37:16.503800,1
96fe076f-12f2-4af8-a331-7fe17a7e3cae,f6483f49-7190-4ed1-b230-ebf5ab3da486,fb67002c-b4b1-4296-8410-99d659d0a74d,PAYMENT_FAILURE,txn_3971abc30257,153.69,USD,UPI,FAILED,PAYMENT_METHOD_EXPIRED,AUTHENTICATION,,2026-08-22T08:14:23.440780,0
7ccc58e1-8f87-467c-b1cd-a0cc87ba60b7,f6483f49-7190-4ed1-b230-ebf5ab3da486,3e019ad2-ea6e-4571-afc8-9438c7c80627,CHECKOUT_ABANDONMENT,txn_cfe362a4f569,36.75,USD,UPI,FAILED,CUSTOMER_ABANDONED,CONFIRMATION,,2026-08-24T15:51:18.466781,0
c1e0cb67-16b7-4410-872c-2cd845a52d4f,f6483f49-7190-4ed1-b230-ebf5ab3da486,55243142-7785-499e-a777-2dc98fff0d05,PAYMENT_FAILURE,txn_3e13481109bf,274.57,USD,WALLET,FAILED,AUTHENTICATION_REQUIRED,PAYMENT,,2026-08-03T11:01:41.376712,1
4f718dc2-4f67-47f5-833f-14a4a5143bb6,f6483f49-7190-4ed1-b230-ebf5ab3da486,66aea59a-65d1-43e3-8610-4ff1df79cf55,CHECKOUT_ABANDONMENT,txn_910b0f3330c3,208.51,USD,CARD,FAILED,CUSTOMER_ABANDONED,AUTHENTICATION,,2026-07-26T04:03:07.627786,1
399dce2a-d22b-4eb8-9ddf-3495716ca14b,f6483f49-7190-4ed1-b230-ebf5ab3da486,f76acbca-5cc8-420d-858f-d0809eb0ac9c,SUBSCRIPTION_FAILURE,txn_716ec41d8b48,197.15,USD,NETBANKING,FAILED,PAYMENT_TIMEOUT,CONFIRMATION,HALTED,2026-08-09T21:15:08.479749,0
2536c1d3-b48b-4f70-9813-2e89df2bf5dd,f6483f49-7190-4ed1-b230-ebf5ab3da486,9f126a50-8031-475e-a3a5-f6c1d777cc18,PAYMENT_FAILURE,txn_f52a0e995144,143.34,USD,UPI,FAILED,NETWORK_ERROR,CONFIRMATION,,2026-07-30T18:16:29.234943,0
428c767b-7aa6-448a-b8a3-109a17934428,f6483f49-7190-4ed1-b230-ebf5ab3da486,018a9236-34fa-4321-9f67-3a9e63944f5b,PAYMENT_FAILURE,txn_e491b9199eab,164.01,USD,WALLET,FAILED,INSUFFICIENT_FUNDS,PAYMENT,,2026-08-16T23:13:56.812875,1
9d84dff4-ff83-4b98-916a-e7f55b6a1037,f6483f49-7190-4ed1-b230-ebf5ab3da486,a667a5bb-a497-4b1a-aeb5-dd8c3526350c,CHECKOUT_ABANDONMENT,txn_d89e2d012933,163.64,USD,WALLET,FAILED,CUSTOMER_ABANDONED,CONFIRMATION,,2026-08-18T07:17:27.494892,0
1934c624-f8be-4102-bf26-fc8f2ffe9918,f6483f49-7190-4ed1-b230-ebf5ab3da486,d2f1f94e-6268-4eb3-9bc1-7b566bb29a3a,PAYMENT_FAILURE,txn_84cc532f37c0,136.15,USD,WALLET,FAILED,PAYMENT_TIMEOUT,AUTHENTICATION,,2026-08-23T23:07:07.491247,1
0067183c-5e8f-400a-925f-4cb96305257c,f6483f49-7190-4ed1-b230-ebf5ab3da486,d22ccca0-9439-46df-9fbb-f40a2aa81aa6,PAYMENT_FAILURE,txn_36c3618388c9,77.61,USD,NETBANKING,FAILED,NETWORK_ERROR,AUTHENTICATION,,2026-08-24T00:48:45.080715,1
cec6f262-4dcc-43c4-bf11-3d719a5d99d5,f6483f49-7190-4ed1-b230-ebf5ab3da486,0b4968b1-5de2-4151-a710-53ec13881864,OVERDUE_RECEIVABLE,txn_2275bf26f826,121.32,USD,CARD,FAILED,INSUFFICIENT_FUNDS,AUTHENTICATION,,2026-08-09T06:45:41.072734,1
22c20a13-254a-46ae-bfb5-8e1c301cb008,f6483f49-7190-4ed1-b230-ebf5ab3da486,5494dafb-16cb-4ed1-a681-7e9a8f510b4e,SUBSCRIPTION_FAILURE,txn_1c74f21f96ba,163.75,USD,NETBANKING,FAILED,AUTHENTICATION_REQUIRED,AUTHENTICATION,HALTED,2026-07-27T12:17:36.238471,0
83e0d34c-85a0-4993-b971-f625819b6e39,f6483f49-7190-4ed1-b230-ebf5ab3da486,c684ff3c-bdee-425f-ad99-698223912028,PAYMENT_FAILURE,txn_898e55af08d1,197.26,USD,NETBANKING,FAILED,NETWORK_ERROR,PAYMENT,,2026-08-12T08:10:42.063461,1
e65f952d-0759-4baf-9101-669728b6c410,f6483f49-7190-4ed1-b230-ebf5ab3da486,6ebe65f7-aaa0-4bb0-8b27-dcc0e16a088c,CHECKOUT_ABANDONMENT,txn_8ece936935c6,139.76,USD,NETBANKING,FAILED,CUSTOMER_ABANDONED,CONFIRMATION,,2026-07-27T17:40:18.734352,0
05e0c270-885c-467d-811c-d9d3c002a078,f6483f49-7190-4ed1-b230-ebf5ab3da486,d6812965-0f8a-49b6-a592-75514b9748d1,PAYMENT_FAILURE,txn_38e52fcb3747,226.72,USD,UPI,FAILED,BANK_DECLINED,CONFIRMATION,,2026-08-01T18:41:41.797623,0
94b0f4f0-cb6c-4d6f-8dc7-2655d64d9b86,f6483f49-7190-4ed1-b230-ebf5ab3da486,f2ac6bae-7756-4b1a-befe-1522fa044394,SUBSCRIPTION_FAILURE,txn_ffb994951378,181.87,USD,UPI,FAILED,INSUFFICIENT_FUNDS,AUTHENTICATION,ACTIVE,2026-08-03T20:50:41.787879,1
e8c9332b-5a77-4cfd-8e27-85649ba47edf,f6483f49-7190-4ed1-b230-ebf5ab3da486,86790d92-8d99-47ee-afc2-73ca64997434,PAYMENT_FAILURE,txn_8113abb9d7b6,163.29,USD,UPI,FAILED,INSUFFICIENT_FUNDS,AUTHENTICATION,,2026-08-18T06:01:37.688104,0
fea86329-4614-4720-9ae5-0ad64aa5bb13,f6483f49-7190-4ed1-b230-ebf5ab3da486,32026471-bd73-439b-a373-7808b68f3fee,PAYMENT_FAILURE,txn_d9ec285510ff,106.72,USD,NETBANKING,FAILED,INSUFFICIENT_FUNDS,PAYMENT,,2026-07-29T18:43:08.546003,1
fb11cbd6-847f-4abe-9d58-de98e8d107fe,f6483f49-7190-4ed1-b230-ebf5ab3da486,ff0042db-6f08-4f86-9ef1-d6ad37bc4b35,CHECKOUT_ABANDONMENT,txn_8202f9c690ff,154.54,USD,CARD,FAILED,CUSTOMER_ABANDONED,CONFIRMATION,,2026-08-05T18:58:40.128743,0
d3dae6f6-d1cf-4d88-9bad-9c8f1ba802eb,f6483f49-7190-4ed1-b230-ebf5ab3da486,3fda19b1-dca7-4cfb-975c-6fa8c3b05cc0,PAYMENT_FAILURE,txn_94d8d8f91d1b,237.6,USD,NETBANKING,FAILED,AUTHENTICATION_REQUIRED,AUTHENTICATION,,2026-08-14T13:49:58.612131,0
